,CECPlantID,PlantName,Capacity_Latest,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,COUNTY,ALR_VALB,EAL_VALB,EAL_VALT,RISK_VALUE,RISK_SCORE,RISK_SPCTL,EAL_SPCTL,BUILDVALUE,AREA,DISASTER,DISASTER_DATE
98,S0286,RE Bruceville Solar 3,6.65,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
99,S0304,San Benito Smart Park,2.0,36.75,-121.25,2.769,3.929,4.983,6.473999999999999,7.302,8.040000000000001,7.614,6.8,5.839,4.548,3.2729999999999997,2.508,5.346,SAN BENITO,0.003539082187925,46857799.04334634,61793726.02696421,76474837.95948996,93.85937002863504,39.6551724137931,37.93103448275862,13240099143.0,1404.51105015,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
100,S0387,Enerparc CA1 LLC,1.5,36.75,-121.25,2.769,3.929,4.983,6.473999999999999,7.302,8.040000000000001,7.614,6.8,5.839,4.548,3.2729999999999997,2.508,5.346,SAN BENITO,0.003539082187925,46857799.04334634,61793726.02696421,76474837.95948996,93.85937002863504,39.6551724137931,37.93103448275862,13240099143.0,1404.51105015,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
101,S0661,US General Service Administration - Sacramento,1.38,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
102,S0205,RE Kammerer Road 1,6.65,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
103,S0206,RE Kammerer Road 2,6.65,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
104,S0207,RE Kammerer Road 3,6.65,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
105,S0155,Kost (Fleshman Solar Farm),3.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
106,S9268,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A),1.5,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,PLACER,0.00034882538321,32852417.31349416,45477769.63770629,41346901.16883151,89.3413935730194,27.58620689655172,34.48275862068966,94180122476.0,1517.40140994,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Fires (Fairview and Mosquito Fires), Winter Storms, Storms, Drought, Fire (Caldor Fire), Fires (Antelope and River Fires), Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2022-09-01 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-10-01 00:00:00, 2021-08-30 00:00:00, 2021-08-05 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
107,S9150,Stockton Delta Water Supply Project,3.0,37.75,-121.25,2.55,3.7950000000000004,4.861,6.489,7.515000000000001,8.357000000000001,8.165000000000001,7.2219999999999995,5.96,4.517,3.0759999999999996,2.298,5.404999999999999,SAN JOAQUIN,0.000790542664314,110352722.31407285,163925359.7331364,216316017.74927697,97.77282850779508,68.96551724137932,67.24137931034483,139591102790.0,1441.14756123,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
108,S9269,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B),1.5,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,PLACER,0.00034882538321,32852417.31349416,45477769.63770629,41346901.16883151,89.3413935730194,27.58620689655172,34.48275862068966,94180122476.0,1517.40140994,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Fires (Fairview and Mosquito Fires), Winter Storms, Storms, Drought, Fire (Caldor Fire), Fires (Antelope and River Fires), Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2022-09-01 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-10-01 00:00:00, 2021-08-30 00:00:00, 2021-08-05 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
109,S9270,Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C),1.5,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,PLACER,0.00034882538321,32852417.31349416,45477769.63770629,41346901.16883151,89.3413935730194,27.58620689655172,34.48275862068966,94180122476.0,1517.40140994,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Fires (Fairview and Mosquito Fires), Winter Storms, Storms, Drought, Fire (Caldor Fire), Fires (Antelope and River Fires), Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2022-09-01 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-10-01 00:00:00, 2021-08-30 00:00:00, 2021-08-05 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
110,S0211,RE McKenzie 1,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
111,S0214,RE McKenzie 4,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
112,S0212,RE McKenzie 2,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
113,S0213,RE McKenzie 3,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
114,S0215,RE McKenzie 5,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
115,S0216,RE McKenzie 6,5.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
116,S9008,Foods Inc. United Natural,1.0,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,PLACER,0.00034882538321,32852417.31349416,45477769.63770629,41346901.16883151,89.3413935730194,27.58620689655172,34.48275862068966,94180122476.0,1517.40140994,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Fires (Fairview and Mosquito Fires), Winter Storms, Storms, Drought, Fire (Caldor Fire), Fires (Antelope and River Fires), Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2022-09-01 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-10-01 00:00:00, 2021-08-30 00:00:00, 2021-08-05 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
117,S0157,Boessow (Van Connett Solar Farm),3.0,38.25,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
118,S9062,California Natural Products,1.0,37.75,-121.25,2.55,3.7950000000000004,4.861,6.489,7.515000000000001,8.357000000000001,8.165000000000001,7.2219999999999995,5.96,4.517,3.0759999999999996,2.298,5.404999999999999,SAN JOAQUIN,0.000790542664314,110352722.31407285,163925359.7331364,216316017.74927697,97.77282850779508,68.96551724137932,67.24137931034483,139591102790.0,1441.14756123,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
119,S9097,FAA Norcal TRACON,1.0,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
120,S0644,Manteca Land 1,1.0,37.75,-121.25,2.55,3.7950000000000004,4.861,6.489,7.515000000000001,8.357000000000001,8.165000000000001,7.2219999999999995,5.96,4.517,3.0759999999999996,2.298,5.404999999999999,SAN JOAQUIN,0.000790542664314,110352722.31407285,163925359.7331364,216316017.74927697,97.77282850779508,68.96551724137932,67.24137931034483,139591102790.0,1441.14756123,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
121,S9096,Intel Corporation - Folsom Carport Phase 2,1.0,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
122,S0130,Aerojet II (2.4MW) Solar Plant,2.4,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
123,S9098,Intel Corporation,1.0,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
124,S0622,Intel Corporation - Folsom Carport Phase 1,1.1,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
125,S0629,Intel Corporation - Folsom Carport Phase 3,6.45,38.75,-121.25,2.388,3.62,4.734,6.385,7.56,8.354,8.18,7.147,5.872,4.397,2.873,2.099,5.309,SACRAMENTO,0.000338246973076,89204829.21701235,171810097.70440277,209037794.74139643,97.6455615653834,65.51724137931035,70.6896551724138,263726910564.0,1004.40071433,"Severe winter storms, Severe winter storms, Severe winter storms, Severe winter storms, Winter Storms, Drought, Drought – Klamath River Watershed, Sacramento-San Joaquin Delta Watershed, and Tulare Lake Watershed, Fires, High winds and wildfires, Storm System, Wildfires, Wildfires, Drought, ","2023-03-01 00:00:00, 2023-02-01 00:00:00, 2023-01-01 00:00:00, 2022-12-27 00:00:00, 2021-12-01 00:00:00, 2021-10-01 00:00:00, 2021-05-10 00:00:00, 2020-08-01 00:00:00, 2019-10-27 00:00:00, 2017-01-01 00:00:00, 2015-07-01 00:00:00, 2015-06-01 00:00:00, 2014-01-01 00:00:00, "
